Risk ID,Business Service,Risk Statement,Threat Event,Vulnerability,Impact Description,Likelihood (1-5),Impact (1-5),Inherent Risk,Existing Controls,Control Effectiveness (1-5),Residual Risk,Risk Owner,Treatment Option,Target Date,Status,Framework Mapping,Evidence/Notes
R0321,Email,"If privilege escalation affects email, then disruption could impact customers and revenue.",Privilege escalation,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",5,2,10,Vulnerability management; PAM enforced; EDR with containment,2,9,Compliance Manager,Transfer,2024-12-31,Monitoring,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0322,Network Core,"If phishing affects network core, then disruption could impact customers and revenue.",Phishing,Misconfigured firewall,"Revenue loss, compliance exposure, and operational disruption.",5,4,20,EDR with containment; MFA; Network segmentation,1,20,CISO,Mitigate,2024-12-31,Accepted,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0323,Endpoint Fleet,"If ddos affects endpoint fleet, then disruption could impact customers and revenue.",DDoS,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",5,4,20,MFA; SIEM detections; WAF and rate limiting,3,18,Security Architect,Avoid,2024-12-31,In Progress,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0324,Network Core,"If supply chain compromise affects network core, then disruption could impact customers and revenue.",Supply chain compromise,Unpatched systems,"Revenue loss, compliance exposure, and operational disruption.",5,5,25,WAF and rate limiting; Change control; Backups tested,4,22,IT Ops Manager,Accept,2024-12-31,Accepted,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0325,Network Core,"If configuration drift affects network core, then disruption could impact customers and revenue.",Configuration drift,Unpatched systems,"Revenue loss, compliance exposure, and operational disruption.",4,2,8,Change control; PAM enforced; SIEM detections,4,5,Security Architect,Mitigate,2024-12-31,Open,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0326,Email,"If phishing affects email, then disruption could impact customers and revenue.",Phishing,Lack of monitoring,"Revenue loss, compliance exposure, and operational disruption.",3,5,15,PAM enforced; Network segmentation; Backups tested,4,12,Security Architect,Transfer,2024-12-31,Closed,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0327,Customer Portal,"If ddos affects customer portal, then disruption could impact customers and revenue.",DDoS,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",2,3,6,PAM enforced; Change control; Network segmentation,4,3,Product Lead,Transfer,2024-12-31,Accepted,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0328,Customer Portal,"If privilege escalation affects customer portal, then disruption could impact customers and revenue.",Privilege escalation,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",3,3,9,MFA; SIEM detections; Change control,4,6,SOC Manager,Avoid,2024-12-31,Accepted,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0329,Network Core,"If data exfiltration affects network core, then disruption could impact customers and revenue.",Data exfiltration,Vendor access unmanaged,"Revenue loss, compliance exposure, and operational disruption.",2,5,10,EDR with containment; PAM enforced; MFA,2,9,IT Ops Manager,Avoid,2024-12-31,Closed,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0330,MES,"If configuration drift affects mes, then disruption could impact customers and revenue.",Configuration drift,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",5,2,10,EDR with containment; Vulnerability management; Backups tested,1,10,Compliance Manager,Transfer,2024-12-31,Closed,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0331,SOC Tooling,"If ddos affects soc tooling, then disruption could impact customers and revenue.",DDoS,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",4,4,16,EDR with containment; Backups tested; Vulnerability management,3,14,CISO,Transfer,2024-12-31,Accepted,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0332,Email,"If ddos affects email, then disruption could impact customers and revenue.",DDoS,Unpatched systems,"Revenue loss, compliance exposure, and operational disruption.",5,5,25,Network segmentation; SIEM detections; PAM enforced,5,21,Compliance Manager,Accept,2024-12-31,Open,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0333,ERP,"If configuration drift affects erp, then disruption could impact customers and revenue.",Configuration drift,Shadow IT integrations,"Revenue loss, compliance exposure, and operational disruption.",4,5,20,Backups tested; Change control; WAF and rate limiting,2,19,Compliance Manager,Transfer,2024-12-31,Monitoring,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0334,Customer Portal,"If insider misuse affects customer portal, then disruption could impact customers and revenue.",Insider misuse,Lack of monitoring,"Revenue loss, compliance exposure, and operational disruption.",5,3,15,PAM enforced; SIEM detections; EDR with containment,3,13,CISO,Avoid,2024-12-31,Closed,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0335,Endpoint Fleet,"If supply chain compromise affects endpoint fleet, then disruption could impact customers and revenue.",Supply chain compromise,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",2,5,10,MFA; Vulnerability management; Change control,4,7,CISO,Accept,2024-12-31,Closed,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0336,Data Warehouse,"If credential stuffing affects data warehouse, then disruption could impact customers and revenue.",Credential stuffing,Misconfigured firewall,"Revenue loss, compliance exposure, and operational disruption.",5,4,20,PAM enforced; WAF and rate limiting; SIEM detections,1,20,SOC Manager,Accept,2024-12-31,Closed,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0337,ERP,"If configuration drift affects erp, then disruption could impact customers and revenue.",Configuration drift,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",4,5,20,Vulnerability management; Network segmentation; SIEM detections,3,18,IT Ops Manager,Transfer,2024-12-31,Accepted,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0338,Endpoint Fleet,"If configuration drift affects endpoint fleet, then disruption could impact customers and revenue.",Configuration drift,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",3,5,15,Network segmentation; SIEM detections; EDR with containment,5,11,IT Ops Manager,Avoid,2024-12-31,In Progress,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0339,SOC Tooling,"If ransomware affects soc tooling, then disruption could impact customers and revenue.",Ransomware,Backup gaps,"Revenue loss, compliance exposure, and operational disruption.",2,2,4,Vulnerability management; MFA; Change control,4,1,IT Ops Manager,Mitigate,2024-12-31,In Progress,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0340,Endpoint Fleet,"If ddos affects endpoint fleet, then disruption could impact customers and revenue.",DDoS,Shadow IT integrations,"Revenue loss, compliance exposure, and operational disruption.",5,3,15,MFA; Vulnerability management; EDR with containment,2,14,Security Architect,Mitigate,2024-12-31,Monitoring,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0341,Network Core,"If ransomware affects network core, then disruption could impact customers and revenue.",Ransomware,Lack of monitoring,"Revenue loss, compliance exposure, and operational disruption.",5,4,20,MFA; WAF and rate limiting; SIEM detections,3,18,IT Ops Manager,Transfer,2024-12-31,Accepted,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0342,Identity Platform,"If ransomware affects identity platform, then disruption could impact customers and revenue.",Ransomware,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",3,2,6,PAM enforced; Network segmentation; Backups tested,3,4,CISO,Transfer,2024-12-31,Monitoring,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0343,Data Warehouse,"If insider misuse affects data warehouse, then disruption could impact customers and revenue.",Insider misuse,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",3,2,6,SIEM detections; Vulnerability management; PAM enforced,2,5,Risk Manager,Avoid,2024-12-31,Accepted,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0344,Customer Portal,"If credential stuffing affects customer portal, then disruption could impact customers and revenue.",Credential stuffing,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",4,3,12,Backups tested; Change control; EDR with containment,1,12,Security Architect,Transfer,2024-12-31,Monitoring,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0345,Network Core,"If data exfiltration affects network core, then disruption could impact customers and revenue.",Data exfiltration,Lack of monitoring,"Revenue loss, compliance exposure, and operational disruption.",3,5,15,Change control; Vulnerability management; Backups tested,5,11,SOC Manager,Mitigate,2024-12-31,In Progress,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0346,Customer Portal,"If privilege escalation affects customer portal, then disruption could impact customers and revenue.",Privilege escalation,Shadow IT integrations,"Revenue loss, compliance exposure, and operational disruption.",4,2,8,Network segmentation; SIEM detections; Vulnerability management,5,4,Compliance Manager,Transfer,2024-12-31,Accepted,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0347,SOC Tooling,"If supply chain compromise affects soc tooling, then disruption could impact customers and revenue.",Supply chain compromise,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",4,2,8,MFA; PAM enforced; Vulnerability management,5,4,SOC Manager,Mitigate,2024-12-31,Accepted,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0348,SOC Tooling,"If credential stuffing affects soc tooling, then disruption could impact customers and revenue.",Credential stuffing,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",4,4,16,Backups tested; Vulnerability management; Change control,5,12,Risk Manager,Avoid,2024-12-31,Monitoring,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0349,Data Warehouse,"If ransomware affects data warehouse, then disruption could impact customers and revenue.",Ransomware,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",3,5,15,WAF and rate limiting; Network segmentation; Vulnerability management,4,12,SOC Manager,Transfer,2024-12-31,Accepted,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0350,SOC Tooling,"If data exfiltration affects soc tooling, then disruption could impact customers and revenue.",Data exfiltration,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",4,4,16,MFA; PAM enforced; EDR with containment,1,16,Product Lead,Mitigate,2024-12-31,Open,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0351,Data Warehouse,"If configuration drift affects data warehouse, then disruption could impact customers and revenue.",Configuration drift,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",5,4,20,WAF and rate limiting; PAM enforced; SIEM detections,4,17,IT Ops Manager,Accept,2024-12-31,Open,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0352,Identity Platform,"If privilege escalation affects identity platform, then disruption could impact customers and revenue.",Privilege escalation,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",4,5,20,WAF and rate limiting; SIEM detections; Network segmentation,5,16,IT Ops Manager,Avoid,2024-12-31,Monitoring,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0353,Email,"If configuration drift affects email, then disruption could impact customers and revenue.",Configuration drift,Misconfigured firewall,"Revenue loss, compliance exposure, and operational disruption.",4,4,16,SIEM detections; Vulnerability management; PAM enforced,1,16,Security Architect,Mitigate,2024-12-31,In Progress,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0354,Customer Portal,"If supply chain compromise affects customer portal, then disruption could impact customers and revenue.",Supply chain compromise,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",5,3,15,EDR with containment; MFA; PAM enforced,3,13,Security Architect,Transfer,2024-12-31,In Progress,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0355,Email,"If phishing affects email, then disruption could impact customers and revenue.",Phishing,Vendor access unmanaged,"Revenue loss, compliance exposure, and operational disruption.",4,5,20,EDR with containment; PAM enforced; Vulnerability management,4,17,CISO,Avoid,2024-12-31,In Progress,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0356,Endpoint Fleet,"If supply chain compromise affects endpoint fleet, then disruption could impact customers and revenue.",Supply chain compromise,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",4,4,16,Network segmentation; PAM enforced; EDR with containment,2,15,Compliance Manager,Accept,2024-12-31,Open,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0357,SOC Tooling,"If phishing affects soc tooling, then disruption could impact customers and revenue.",Phishing,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",3,4,12,PAM enforced; MFA; Change control,2,11,IT Ops Manager,Accept,2024-12-31,Monitoring,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0358,ERP,"If privilege escalation affects erp, then disruption could impact customers and revenue.",Privilege escalation,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",3,3,9,EDR with containment; WAF and rate limiting; PAM enforced,5,5,Compliance Manager,Accept,2024-12-31,Closed,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0359,Endpoint Fleet,"If supply chain compromise affects endpoint fleet, then disruption could impact customers and revenue.",Supply chain compromise,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",3,3,9,Network segmentation; WAF and rate limiting; Change control,1,9,Product Lead,Accept,2024-12-31,Closed,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0360,Network Core,"If privilege escalation affects network core, then disruption could impact customers and revenue.",Privilege escalation,Misconfigured firewall,"Revenue loss, compliance exposure, and operational disruption.",2,5,10,PAM enforced; EDR with containment; MFA,4,7,SOC Manager,Accept,2024-12-31,In Progress,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0361,Endpoint Fleet,"If ddos affects endpoint fleet, then disruption could impact customers and revenue.",DDoS,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",2,2,4,Network segmentation; Change control; Vulnerability management,1,4,IT Ops Manager,Avoid,2024-12-31,Closed,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0362,Data Warehouse,"If insider misuse affects data warehouse, then disruption could impact customers and revenue.",Insider misuse,Lack of monitoring,"Revenue loss, compliance exposure, and operational disruption.",5,2,10,WAF and rate limiting; MFA; Change control,3,8,Product Lead,Mitigate,2024-12-31,In Progress,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0363,MES,"If supply chain compromise affects mes, then disruption could impact customers and revenue.",Supply chain compromise,Lack of monitoring,"Revenue loss, compliance exposure, and operational disruption.",3,2,6,Backups tested; EDR with containment; SIEM detections,4,3,Risk Manager,Avoid,2024-12-31,Closed,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0364,MES,"If ransomware affects mes, then disruption could impact customers and revenue.",Ransomware,Shadow IT integrations,"Revenue loss, compliance exposure, and operational disruption.",5,3,15,Network segmentation; Vulnerability management; EDR with containment,4,12,Compliance Manager,Mitigate,2024-12-31,Monitoring,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0365,MES,"If insider misuse affects mes, then disruption could impact customers and revenue.",Insider misuse,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",2,3,6,Change control; Network segmentation; EDR with containment,1,6,Risk Manager,Transfer,2024-12-31,In Progress,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0366,SOC Tooling,"If phishing affects soc tooling, then disruption could impact customers and revenue.",Phishing,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",3,2,6,PAM enforced; EDR with containment; Network segmentation,1,6,Risk Manager,Avoid,2024-12-31,Monitoring,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0367,Endpoint Fleet,"If ransomware affects endpoint fleet, then disruption could impact customers and revenue.",Ransomware,Vendor access unmanaged,"Revenue loss, compliance exposure, and operational disruption.",2,2,4,Vulnerability management; WAF and rate limiting; PAM enforced,2,3,SOC Manager,Avoid,2024-12-31,In Progress,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0368,MES,"If insider misuse affects mes, then disruption could impact customers and revenue.",Insider misuse,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",4,5,20,EDR with containment; Network segmentation; PAM enforced,4,17,IT Ops Manager,Accept,2024-12-31,In Progress,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0369,Email,"If privilege escalation affects email, then disruption could impact customers and revenue.",Privilege escalation,Unpatched systems,"Revenue loss, compliance exposure, and operational disruption.",5,3,15,Vulnerability management; Backups tested; PAM enforced,2,14,SOC Manager,Mitigate,2024-12-31,Accepted,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0370,ERP,"If phishing affects erp, then disruption could impact customers and revenue.",Phishing,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",2,4,8,SIEM detections; Backups tested; Change control,2,7,Security Architect,Mitigate,2024-12-31,Accepted,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0371,Endpoint Fleet,"If configuration drift affects endpoint fleet, then disruption could impact customers and revenue.",Configuration drift,Vendor access unmanaged,"Revenue loss, compliance exposure, and operational disruption.",3,5,15,Change control; EDR with containment; Vulnerability management,4,12,Risk Manager,Accept,2024-12-31,Accepted,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0372,Email,"If data exfiltration affects email, then disruption could impact customers and revenue.",Data exfiltration,Vendor access unmanaged,"Revenue loss, compliance exposure, and operational disruption.",5,5,25,EDR with containment; WAF and rate limiting; MFA,2,24,Compliance Manager,Accept,2024-12-31,Closed,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0373,Email,"If privilege escalation affects email, then disruption could impact customers and revenue.",Privilege escalation,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",5,4,20,MFA; SIEM detections; Change control,1,20,Risk Manager,Avoid,2024-12-31,Monitoring,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0374,Network Core,"If ransomware affects network core, then disruption could impact customers and revenue.",Ransomware,Unpatched systems,"Revenue loss, compliance exposure, and operational disruption.",3,3,9,Change control; Vulnerability management; Backups tested,5,5,SOC Manager,Mitigate,2024-12-31,In Progress,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0375,Identity Platform,"If configuration drift affects identity platform, then disruption could impact customers and revenue.",Configuration drift,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",4,3,12,Backups tested; Network segmentation; Change control,2,11,SOC Manager,Transfer,2024-12-31,Monitoring,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0376,SOC Tooling,"If privilege escalation affects soc tooling, then disruption could impact customers and revenue.",Privilege escalation,Shadow IT integrations,"Revenue loss, compliance exposure, and operational disruption.",2,5,10,Backups tested; Vulnerability management; WAF and rate limiting,2,9,SOC Manager,Transfer,2024-12-31,Monitoring,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0377,Endpoint Fleet,"If ddos affects endpoint fleet, then disruption could impact customers and revenue.",DDoS,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",4,5,20,PAM enforced; MFA; WAF and rate limiting,1,20,Product Lead,Avoid,2024-12-31,In Progress,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0378,MES,"If data exfiltration affects mes, then disruption could impact customers and revenue.",Data exfiltration,Unpatched systems,"Revenue loss, compliance exposure, and operational disruption.",2,2,4,Change control; SIEM detections; MFA,3,2,SOC Manager,Accept,2024-12-31,In Progress,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0379,Endpoint Fleet,"If data exfiltration affects endpoint fleet, then disruption could impact customers and revenue.",Data exfiltration,Shadow IT integrations,"Revenue loss, compliance exposure, and operational disruption.",4,2,8,Change control; Network segmentation; Vulnerability management,1,8,Compliance Manager,Accept,2024-12-31,Open,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0380,SOC Tooling,"If configuration drift affects soc tooling, then disruption could impact customers and revenue.",Configuration drift,Weak MFA enforcement,"Revenue loss, compliance exposure, and operational disruption.",3,5,15,Network segmentation; Backups tested; Change control,2,14,Risk Manager,Avoid,2024-12-31,Accepted,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0381,Email,"If ransomware affects email, then disruption could impact customers and revenue.",Ransomware,Vendor access unmanaged,"Revenue loss, compliance exposure, and operational disruption.",5,3,15,Network segmentation; Change control; MFA,3,13,Compliance Manager,Avoid,2024-12-31,Monitoring,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0382,SOC Tooling,"If supply chain compromise affects soc tooling, then disruption could impact customers and revenue.",Supply chain compromise,Unpatched systems,"Revenue loss, compliance exposure, and operational disruption.",5,4,20,Backups tested; Network segmentation; WAF and rate limiting,5,16,IT Ops Manager,Avoid,2024-12-31,Open,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0383,Network Core,"If phishing affects network core, then disruption could impact customers and revenue.",Phishing,Vendor access unmanaged,"Revenue loss, compliance exposure, and operational disruption.",2,5,10,WAF and rate limiting; MFA; Backups tested,5,6,Compliance Manager,Mitigate,2024-12-31,Accepted,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0384,Endpoint Fleet,"If privilege escalation affects endpoint fleet, then disruption could impact customers and revenue.",Privilege escalation,Misconfigured firewall,"Revenue loss, compliance exposure, and operational disruption.",2,2,4,PAM enforced; MFA; WAF and rate limiting,3,2,CISO,Transfer,2024-12-31,Monitoring,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0385,Network Core,"If credential stuffing affects network core, then disruption could impact customers and revenue.",Credential stuffing,Lack of monitoring,"Revenue loss, compliance exposure, and operational disruption.",4,2,8,EDR with containment; Network segmentation; PAM enforced,5,4,Security Architect,Transfer,2024-12-31,Accepted,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0386,Identity Platform,"If ddos affects identity platform, then disruption could impact customers and revenue.",DDoS,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",3,5,15,WAF and rate limiting; SIEM detections; Network segmentation,4,12,Compliance Manager,Accept,2024-12-31,In Progress,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0387,MES,"If insider misuse affects mes, then disruption could impact customers and revenue.",Insider misuse,Unpatched systems,"Revenue loss, compliance exposure, and operational disruption.",2,3,6,PAM enforced; MFA; Vulnerability management,3,4,Risk Manager,Avoid,2024-12-31,Open,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0388,SOC Tooling,"If ransomware affects soc tooling, then disruption could impact customers and revenue.",Ransomware,Backup gaps,"Revenue loss, compliance exposure, and operational disruption.",4,5,20,Backups tested; Network segmentation; EDR with containment,3,18,Risk Manager,Transfer,2024-12-31,In Progress,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0389,ERP,"If ransomware affects erp, then disruption could impact customers and revenue.",Ransomware,Excessive privileges,"Revenue loss, compliance exposure, and operational disruption.",2,4,8,Network segmentation; Change control; Vulnerability management,5,4,Security Architect,Mitigate,2024-12-31,Open,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0390,MES,"If phishing affects mes, then disruption could impact customers and revenue.",Phishing,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",3,4,12,Network segmentation; Change control; WAF and rate limiting,1,12,CISO,Avoid,2024-12-31,Monitoring,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0391,ERP,"If privilege escalation affects erp, then disruption could impact customers and revenue.",Privilege escalation,Backup gaps,"Revenue loss, compliance exposure, and operational disruption.",4,2,8,WAF and rate limiting; Change control; SIEM detections,3,6,IT Ops Manager,Mitigate,2024-12-31,Closed,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0392,Email,"If configuration drift affects email, then disruption could impact customers and revenue.",Configuration drift,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",4,3,12,SIEM detections; EDR with containment; MFA,5,8,Security Architect,Accept,2024-12-31,Monitoring,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0393,SOC Tooling,"If insider misuse affects soc tooling, then disruption could impact customers and revenue.",Insider misuse,Lack of monitoring,"Revenue loss, compliance exposure, and operational disruption.",4,4,16,Vulnerability management; EDR with containment; WAF and rate limiting,5,12,SOC Manager,Mitigate,2024-12-31,In Progress,"NIST CSF ID.AM, PR.AC","Placeholder row; update with evidence links, tickets, and control IDs."
R0394,Customer Portal,"If ddos affects customer portal, then disruption could impact customers and revenue.",DDoS,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",3,5,15,Network segmentation; PAM enforced; WAF and rate limiting,1,15,Security Architect,Accept,2024-12-31,Accepted,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
R0395,Network Core,"If insider misuse affects network core, then disruption could impact customers and revenue.",Insider misuse,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",4,5,20,SIEM detections; WAF and rate limiting; EDR with containment,1,20,Risk Manager,Transfer,2024-12-31,Monitoring,"PCI DSS 7, 10","Placeholder row; update with evidence links, tickets, and control IDs."
R0396,Email,"If data exfiltration affects email, then disruption could impact customers and revenue.",Data exfiltration,Backup gaps,"Revenue loss, compliance exposure, and operational disruption.",5,5,25,Vulnerability management; WAF and rate limiting; EDR with containment,2,24,Risk Manager,Accept,2024-12-31,In Progress,"SOC 2 CC6, CC7","Placeholder row; update with evidence links, tickets, and control IDs."
R0397,SOC Tooling,"If configuration drift affects soc tooling, then disruption could impact customers and revenue.",Configuration drift,Backup gaps,"Revenue loss, compliance exposure, and operational disruption.",3,4,12,Backups tested; SIEM detections; Network segmentation,5,8,Security Architect,Accept,2024-12-31,Open,"NIST CSF DE.CM, RS.MI","Placeholder row; update with evidence links, tickets, and control IDs."
R0398,SOC Tooling,"If insider misuse affects soc tooling, then disruption could impact customers and revenue.",Insider misuse,Legacy protocols,"Revenue loss, compliance exposure, and operational disruption.",4,2,8,WAF and rate limiting; SIEM detections; EDR with containment,5,4,Compliance Manager,Avoid,2024-12-31,In Progress,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0399,Endpoint Fleet,"If credential stuffing affects endpoint fleet, then disruption could impact customers and revenue.",Credential stuffing,Vendor access unmanaged,"Revenue loss, compliance exposure, and operational disruption.",3,3,9,Backups tested; PAM enforced; Change control,1,9,SOC Manager,Accept,2024-12-31,Open,"COBIT DSS05, DSS06","Placeholder row; update with evidence links, tickets, and control IDs."
R0400,Email,"If ransomware affects email, then disruption could impact customers and revenue.",Ransomware,Shadow IT integrations,"Revenue loss, compliance exposure, and operational disruption.",5,5,25,MFA; Vulnerability management; SIEM detections,1,25,Risk Manager,Avoid,2024-12-31,Closed,"ISO 27001 A.8, A.12","Placeholder row; update with evidence links, tickets, and control IDs."
